Input data,kjv_ceph
user,ndp
function,wordcount
async toggle,True
forbid ndp,False
load balance strategy,roundrobin
iteration, latency
0,0.22087836265563965
1,0.2285935878753662
2,0.2245168685913086
3,0.2278454303741455
4,0.21760010719299316
5,0.22223281860351562
6,0.22287702560424805
7,0.22211956977844238
8,0.2247147560119629
9,0.23241400718688965
10,0.23357033729553223
11,0.23563766479492188
12,0.2374284267425537
13,0.24500465393066406
14,0.24284005165100098
15,0.2446126937866211
16,0.24801421165466309
17,0.2515451908111572
18,0.2483503818511963
19,0.2525928020477295
20,0.2561161518096924
21,0.2557857036590576
22,0.25026893615722656
23,0.2600069046020508
24,0.25977420806884766
25,0.2598433494567871
26,0.2612624168395996
27,0.27341341972351074
28,0.2667093276977539
29,0.26912355422973633
30,0.26711225509643555
31,0.2742574214935303
32,0.2731146812438965
33,0.27431535720825195
34,0.27068066596984863
35,0.2805163860321045
36,0.2810044288635254
37,0.2772979736328125
38,0.3771812915802002
39,0.32638072967529297
40,0.28821277618408203
41,0.3368046283721924
42,0.28681182861328125
43,0.2905714511871338
44,0.40888047218322754
45,0.35822033882141113
46,0.28299570083618164
47,0.35931921005249023
48,0.3152005672454834
49,0.3026597499847412
50,0.41932058334350586
51,0.4591102600097656
52,0.4388430118560791
53,0.4459676742553711
54,0.4450685977935791
55,0.44123363494873047
56,0.4224402904510498
57,0.44904541969299316
58,0.4512465000152588
59,0.43376612663269043
60,0.4184448719024658
61,0.4013030529022217
62,0.43274736404418945
63,0.41764020919799805
64,0.399564266204834
65,0.45317935943603516
66,0.4528388977050781
67,0.43750905990600586
68,0.4637472629547119
69,0.4664182662963867
70,0.47490406036376953
71,0.47083473205566406
72,0.4541635513305664
73,0.4476451873779297
74,0.4743657112121582
75,0.4674808979034424
76,0.48924803733825684
77,0.47067689895629883
78,0.47930169105529785
79,0.4766366481781006
80,0.4654672145843506
81,0.44556355476379395
82,0.4514784812927246
83,0.4503779411315918
84,0.4635179042816162
85,0.451505184173584
86,0.46541261672973633
87,0.44382810592651367
88,0.4680042266845703
89,0.4691755771636963
90,0.4619874954223633
91,0.4756124019622803
92,0.4918200969696045
93,0.47985196113586426
94,0.45691823959350586
95,0.5027284622192383
96,0.4922003746032715
97,0.492262601852417
98,0.4913511276245117
99,0.4957847595214844
100,0.47886157035827637
101,0.46778011322021484
102,0.4518110752105713
103,0.44502758979797363
104,0.45189714431762695
105,0.44374823570251465
106,0.4691317081451416
107,0.44365358352661133
108,0.4708232879638672
109,0.4797985553741455
110,0.45583438873291016
111,0.49597787857055664
112,0.47043585777282715
113,0.4753882884979248
114,0.46747422218322754
115,0.4640636444091797
116,0.47582578659057617
117,0.4849581718444824
118,0.47557926177978516
119,0.4918355941772461
120,0.48339104652404785
121,0.47301435470581055
122,0.4371156692504883
123,0.4247550964355469
124,0.457460880279541
125,0.4798319339752197
126,0.4357724189758301
127,0.4557511806488037
128,0.44755983352661133
129,0.439697265625
130,0.5122194290161133
131,0.5144510269165039
132,0.4907853603363037
133,0.5106027126312256
134,0.45966339111328125
135,0.49587464332580566
136,0.5041372776031494
137,0.5270607471466064
138,0.49581289291381836
139,0.46676158905029297
140,0.43994641304016113
141,0.473386287689209
142,0.5387735366821289
143,0.44528675079345703
144,0.4374537467956543
145,0.4909324645996094
146,0.4824981689453125
147,0.46517086029052734
148,0.4600062370300293
149,0.4464249610900879
