Batch Size,Mean Latency,Median Latency,Time Taken
1,0.008361799002159387,0.008361799002159387,1.0219419130007736
2,0.008248806494520977,0.009757628999068402,1.0328312089986866
3,0.008557585664675571,0.007085240999003872,1.047599455996533
4,0.00612074349555769,0.007104286996764131,1.0480092569923727
5,0.009449204397969879,0.008587021991843358,1.0658435469958931
6,0.008695886167212544,0.008152155001880601,1.0795037519856123
7,0.008071690569132832,0.007705436000833288,1.0873618659970816
8,0.010398780626928783,0.009131854007137008,1.0954453720041784
9,0.008210377554253986,0.008318648004205897,1.1070688829931896
10,0.009389237899449654,0.009220109990565106,1.1180785500037018
11,0.0092011229068951,0.009149215999059379,1.126091123005608
12,0.009575724417421346,0.00973946500744205,1.1403239259961993
13,0.010649202231434174,0.009871884001768194,1.1452791390038328
14,0.009845047572785657,0.010104871005751193,1.1739032580080675
15,0.011081685265526175,0.010871510996366851,1.1877108910121024
16,0.01139818481169641,0.011064823003835045,1.1823862840101356
17,0.011623377236366436,0.011674036999465898,1.2047078909963602
18,0.012606752667731294,0.012113292003050447,1.2079691140097566
19,0.012584400262168952,0.012159728998085484,1.2122454130003462
20,0.012599477801995818,0.012625333009054884,1.2059128630062332
21,0.012825014618491488,0.01199587099836208,1.2324613460077671
22,0.014431291546233379,0.013763490002020262,1.2517898329970194
23,0.014182802912293246,0.013295119992108084,1.2537753799988423
24,0.014331468916983189,0.0141604649979854,1.2610794229985913
25,0.015179022360243835,0.014448084999457933,1.2645147629955318
26,0.015000667733637294,0.015134183006011881,1.2796180870063836
27,0.01565354566587808,0.015387789011583664,1.306220801998279
28,0.01514662456923231,0.0154107629932696,1.3160829369880958
29,0.01670874055206037,0.016590608007390983,1.3079912159882952
30,0.0167630048012749,0.015502755006309599,1.3342446939932415
31,0.018190514709379886,0.01815589600300882,1.3468368839967297
32,0.018111196467998525,0.017629588008276187,1.3541383929987205
33,0.01821846636206222,0.018355861990130506,1.3550859010138083
34,0.019321389025101193,0.019729320993064903,1.3634229629969923
35,0.019359630771629912,0.018999289008206688,1.3570515320025152
36,0.019239683555497322,0.020054130000062287,1.3701715520001017
37,0.019965426810715045,0.02096913699642755,1.412907386009465
38,0.01965689555187342,0.018972498990478925,1.4106733799999347
39,0.021454031156071533,0.022261975012952462,1.4515266400121618
40,0.021077409874123987,0.02084924299560953,1.4010418690013466
41,0.021316764781126617,0.02098828399903141,1.4421902199974284
42,0.021632826094684702,0.021800407994305715,1.4293081649957458
43,0.02210971676787838,0.02119488200696651,1.4653625339997234
44,0.022436085796057756,0.022661014008917846,1.4683763829962118
45,0.023508219022834155,0.02333715399436187,1.4865193840087159
46,0.03150733567314962,0.03234111699566711,1.4897886010003276
47,0.02287482591519291,0.02271664800355211,1.502925103995949
48,0.024291756457993568,0.024290693007060327,1.4794255849992624
49,0.02489851612142734,0.024229499002103694,1.5109292509878287
50,0.025291341520205606,0.02552166501118336,1.4912755929981358
51,0.024897799959267015,0.02448963699862361,1.522410363992094
52,0.02548558453809864,0.024342600998352282,1.549644073995296
53,0.025581618717142363,0.02544093299366068,1.5307800980081083
54,0.02622053231445736,0.026366189995314926,1.5539315630012425
55,0.026570726619419557,0.02548782099620439,1.5817346310068388
56,0.02781650758957507,0.027444204009952955,1.615485714006354
57,0.02762309973650988,0.027195568007300608,1.650075954006752
58,0.02898432469047638,0.028775634011253715,1.6726721269951668
59,0.029152439407495213,0.027909789001569152,1.575291974004358
60,0.02972426146491974,0.03061981700011529,1.601950060998206
61,0.03038632255653492,0.02983877000224311,1.6304146199981915
62,0.030088544064417345,0.02937881599063985,1.646667824999895
63,0.029380156365241706,0.029263920994708315,1.6499012150015915
64,0.03124224888892968,0.03119556698948145,1.6512576509994688
65,0.03200945006056617,0.03098137499182485,1.6644010669988347
66,0.04408053790856767,0.042807537989574485,1.7117454809922492
67,0.03233314561223222,0.030820824002148584,1.6728769799956353
68,0.03229296088273473,0.033045770003809594,1.680373110997607
69,0.03316616915875836,0.03249792200222146,1.7074547150114086
70,0.03390075218506224,0.033557180999196135,1.732823030994041
71,0.03515940933844114,0.034884773995145224,1.7623333140072646
72,0.03517484459633932,0.03582633000041824,1.7160773119976511
73,0.034465569315066766,0.03403225299553014,1.7235833750019083
74,0.03487465691924208,0.03448195700184442,1.7636307590000797
75,0.03654929371880523,0.03536388199427165,1.7862488520040642
76,0.035361186302524356,0.035450265000690706,1.8051946210034657
77,0.03710228923383901,0.03655532900302205,1.8368840640032431
78,0.035901915910168704,0.03679334699700121,1.866400958999293
79,0.03828778058213854,0.037911776002147235,1.8676600129983854
80,0.053952212513104315,0.053462480995221995,1.9157970750093227
81,0.04023472398640243,0.03799435000109952,1.9253284300066298
82,0.03839728320706011,0.037817438002093695,1.9410158199898433
83,0.039282291336721425,0.03996677399845794,1.96338437499071
84,0.03910810007160069,0.03757865099760238,1.8021967800013954
85,0.04014917776341249,0.03967430601187516,1.8337068679975346
86,0.03945014937266404,0.03725019400008023,1.8423267799953464
87,0.04042887260910557,0.03854645699902903,1.8793890209926758
88,0.04106060697664692,0.0419840020040283,1.9132013900089078
89,0.04226121712434158,0.042395794996991754,1.9189166590076638
