Latency,Throughput
0.314018,3.1845308230738363
0.519722,1.9241055795213595
0.729245,1.3712812566421435
0.937246,1.0669557405419707
1.140903,0.8764987032201685
1.344066,0.7440110827890892
1.552679,0.6440481258521562
1.756185,0.5694160922681836
1.963403,0.5093197881433409
2.166664,0.46153902958649795
2.368588,0.4221924623446543
2.575553,0.3882661315841685
2.785457,0.3590075165403738
2.988834,0.3345786350128511
3.196612,0.3128312100436337
3.40647,0.2935590215090695
3.60728,0.2772171830298729
3.808532,0.26256835967244074
4.01452,0.24909578231021393
4.221391,0.2368887411755983
4.134246,0.2418820747483338
4.130781,0.24208497134077067
4.135645,0.241800251230461
4.130353,0.24211005693702206
4.131647,0.2420342299330025
4.130929,0.24207629809178516
4.131273,0.24205614104901804
4.127671,0.24226737063104106
4.125641,0.2423865770191832
4.122433,0.2425751977048505
4.121,0.24265954865323947
4.118818,0.2427881008580617
4.118791,0.24278969241216658
4.111865,0.2431986458699398
4.106522,0.24351507187834376
4.107061,0.24348311359388136
4.103626,0.24368692468563166
4.104731,0.24362132378467674
4.102734,0.24373990612113777
4.100044,0.24389982156289056
4.099323,0.24394271932219053
4.100101,0.24389643084402066
4.095819,0.24415141391746073
4.095101,0.2441942213391074
4.09363,0.2442819697920916
4.095031,0.24419839556770145
4.093216,0.24430667719465574
4.097082,0.2440761498061303
4.097856,0.24403004888409938
4.099963,0.24390464011504495
4.101143,0.24383446273392562
4.102258,0.24376818815393864
4.103036,0.24372196588087452
4.101794,0.2437957635122583
4.104952,0.2436082078426252
4.105586,0.24357058894881267
4.107879,0.24343462891677192
4.109664,0.24332889501428825
4.1091,0.24336229344625346
4.113354,0.24311060997910705
4.112779,0.24314459882235345
4.114745,0.243028425819826
4.113667,0.2430921122200703
4.113759,0.24308667571435275
4.113004,0.2431312977084389
4.112555,0.24315784226593928
4.10844,0.24340138836151923
4.111484,0.24322118242464277
4.108304,0.2434094458443192
4.107173,0.24347647396396496
4.108088,0.2434222441194054
4.10795,0.24343042149977484
4.107459,0.24345952083757863
4.110572,0.2432751451622791
4.109223,0.24335500896398174
4.107883,0.24343439187532848
4.111537,0.24321804716824874
4.110413,0.24328455559088585
4.112975,0.24313301199253584
4.111841,0.24320006537217756
4.11199,0.24319125289701582
4.111911,0.24319592520363403
4.112524,0.24315967517757953
4.115504,0.2429836054101758
4.116101,0.24294836302607736
4.117371,0.24287342578553156
4.122113,0.24259402883909298
4.117422,0.24287041746024574
4.120456,0.24269158559149764
4.12322,0.24252889731811547
4.120874,0.2426669682208192
4.121494,0.24263046361343726
4.121718,0.2426172775527098
4.123195,0.24253036783368237
4.121662,0.2426205739335249
4.121251,0.2426447697555912
4.117773,0.2428497151251417
4.118651,0.24279794524954895
4.118028,0.24283467718043686
4.11819,0.2428251246299952
4.11709,0.242890002404611
4.115572,0.2429795906863007
4.115525,0.24298236555481986
4.111409,0.24322561924634595
4.108944,0.24337153292914188
4.109856,0.2433175274267517
4.109904,0.2433146856958216
4.109027,0.24336661696309125
4.106911,0.24349200652266387
4.103709,0.24368199596998713
4.102641,0.2437454312965721
4.103243,0.24370967061906887
4.1033,0.24370628518509493
4.10175,0.24379837874078136
4.103843,0.24367403918717162
4.106041,0.24354359832256908
4.106807,0.24349817266796323
4.106884,0.24349360731883346
4.107487,0.24345786121782004
4.104349,0.24364399811029716
4.104233,0.24365088434306728
4.105767,0.24355985130183957
4.104698,0.2436232823949533
4.107431,0.24346118047996423
4.108664,0.24338811837619234
4.106764,0.24350072222314212
4.106898,0.2434927772737477
4.107415,0.24346212885720098
4.111339,0.24322976042598288
4.111961,0.2431929680266909
4.116781,0.2429082333988619
4.114354,0.24305152157544055
4.114205,0.24306032392649368
4.111932,0.24319468318055842
4.112345,0.24317025930460598
4.112897,0.24313762294557825
4.112256,0.24317552214648114
4.110068,0.2433049769492865
4.112213,0.24317806494945668
4.112288,0.24317362986249988
4.115836,0.24296400536853266
4.113764,0.2430863802590523
4.115353,0.2429925209331982
4.113063,0.2431278101016201
4.112988,0.243132243517365
4.112458,0.24316357759763138
4.113435,0.24310582274911358
4.112801,0.24314329820480007
4.109621,0.24333144102582696
4.111202,0.24323786571421208
4.111533,0.24321828378855284
4.110785,0.24326253987985264
4.109309,0.2433499160077765
4.112725,0.24314779130625072
4.113308,0.24311332873687067
4.110167,0.24329911655657788
4.108717,0.2433849788145545
4.111237,0.24323579496876488
4.109361,0.24334683664929901
4.110598,0.24327360641930929
4.110475,0.2432808860289869
4.110962,0.2432520660614231
4.10894,0.2433717698481847
4.110282,0.243292309384125
4.111801,0.2432024312460647
4.115126,0.24300592497046264
4.112677,0.2431506291400954
4.112411,0.24316635667008965
4.114259,0.24305713373902813
