Latency,Throughput
0.02296,43.55400696864111
0.020321,49.21017666453423
0.020629,48.47544718600029
0.021909,45.643342918435344
0.020677,48.36291531653528
0.05364,18.642803877703205
0.050415,19.835366458395317
0.064317,15.54798886763997
0.028558,35.01645773513551
0.035881,27.869903291435577
0.05159,19.383601473153714
0.057911,17.267876569218284
0.053282,18.768064261852032
0.028928,34.56858407079646
0.041523,24.083038316113964
0.070065,14.272461285948761
0.079906,12.514704778114284
0.053903,18.55184312561453
0.026075,38.35091083413231
0.056984,17.548785624034817
0.027107,36.8908400044269
0.047334,21.126463007563274
0.052952,18.885027949841366
0.0996,10.040160642570282
0.047715,20.957770093262077
0.049557,20.178784026474567
0.057942,17.25863794829312
0.091358,10.945948904310516
0.078859,12.680860776829531
0.028032,35.67351598173516
0.053494,18.693685273114742
0.098041,10.199814363378586
0.055972,17.8660758950904
0.055218,18.110036582273896
0.028768,34.76084538375974
0.053737,18.60915198094423
0.09601,10.415581710238516
0.043936,22.76037873270211
0.057509,17.38858265662766
0.055675,17.96138302649304
0.075732,13.204457824961708
0.076366,13.094832778985412
0.108423,9.22313531261817
0.040346,24.785604520894264
0.093144,10.736064588164561
0.062607,15.972654814956796
0.055381,18.05673425904191
0.110449,9.053952502965169
0.038871,25.72611972936122
0.052533,19.035653779529056
0.090521,11.047160327437831
0.126572,7.900641532092407
0.071094,14.065884603482711
0.065767,15.205194094302612
0.094085,10.62868682574268
0.092495,10.811395210551922
0.066628,15.008705048928377
0.067725,14.765596160945
0.066944,14.937858508604206
0.116243,8.602668547783523
0.067235,14.873205919535955
0.087806,11.38874336605699
0.06502,15.379883112888344
0.108063,9.253861173574673
0.038381,26.05455824496496
0.058486,17.098108949150223
0.10861,9.207255317189945
0.070152,14.254761090204127
0.070961,14.092247854455264
0.107227,9.326009307357289
0.063697,15.699326498893196
0.075858,13.182525244535844
0.079243,12.619411178274422
0.099576,10.042580541495942
0.059185,16.89617301681169
0.069737,14.339590174512814
0.124371,8.040459592670317
0.122348,8.17340700297512
0.071576,13.97116351849782
0.094632,10.567249978865501
0.073045,13.690190978164146
0.098912,10.109996764801036
0.108168,9.24487833740108
0.117074,8.541606163623008
0.086056,11.620340243562332
0.127767,7.826747125627119
0.096464,10.366561618842264
0.088692,11.274974067559645
0.140223,7.131497685829002
0.282637,3.5381071834190143
0.276976,3.6104211195193807
0.252246,3.9643839743742215
0.0805,12.422360248447205
0.095893,10.42828986474508
0.071503,13.985427184873362
0.29371,3.4047189404514655
0.141567,7.06379311562723
0.049149,20.346293922562005
0.136844,7.307591125661338
0.103781,9.635675123577533
0.11677,8.563843452941681
0.131194,7.622299800295745
0.105353,9.491898664489858
0.116904,8.55402723602272
0.242132,4.129978689309963
0.216395,4.621178862727882
0.293392,3.40840922724546
0.103464,9.665197556638057
0.122523,8.161732899129143
0.101779,9.82520952259307
0.278838,3.5863117652543774
0.130324,7.673183757404622
0.065329,15.307137718318051
0.125297,7.981037055955051
0.105031,9.520998562329217
0.120209,8.318844678851
0.071706,13.945834379270911
0.119476,8.369881817268741
0.348238,2.8715993085188867
0.063427,15.766156368738866
0.259526,3.853178486933872
0.329514,3.0347724224160433
0.292671,3.416805901507153
0.15132,6.608511763150938
0.079047,12.650701481397142
0.113368,8.82083127513937
0.167981,5.953054214464731
0.168216,5.944737718171874
0.06338,15.777847901546227
0.028047,35.65443719470888
0.13697,7.300868803387603
0.375845,2.6606712873658025
0.336509,2.971688721549795
0.303598,3.2938293401142302
0.055861,17.90157712894506
0.120011,8.332569514461174
0.078249,12.77971603470971
0.131462,7.606760889078213
0.32473,3.079481415329658
0.369562,2.705905910239689
0.40202,2.4874384358987114
0.088957,11.241386287757006
0.036689,27.25612581427676
0.14174,7.055171440666008
0.33483,2.9865902099572916
0.400654,2.495919172153529
0.381094,2.6240245188851046
0.310866,3.2168201089858655
0.293344,3.408966946656485
0.409537,2.4417818170275214
0.362724,2.7569171050164862
0.377523,2.648845235919401
0.330773,3.0232213632914418
0.324122,3.085258020128223
0.154832,6.458613206572285
0.058248,17.167971432495538
0.362301,2.7601359090921638
0.036001,27.77700619427238
0.1389,7.199424046076314
0.107182,9.329924800806106
0.37116,2.694255846535187
0.155263,6.4406845159503545
0.037134,26.929498572736577
0.194722,5.135526545536714
0.157002,6.369345613431676
0.034725,28.797696184305256
0.221202,4.52075478521894
0.145855,6.8561242329711005
0.345578,2.8937027241317446
0.194987,5.128547031340551
0.029311,34.11688444611238
0.143559,6.965777136926282
0.042134,23.73380168035316
0.186927,5.349681961407394
0.35198,2.841070515370191
0.143503,6.9684954321512445
0.0364,27.47252747252747
0.233755,4.277983358644735
0.349381,2.8622048709002494
0.1371,7.293946024799417
0.183914,5.437323966636581
0.041943,23.841880647545477
0.350837,2.8503265049011364
0.038296,26.11238771673282
0.099983,10.001700289049138
0.23909,4.182525408841859
0.031415,31.831927423205478
0.35542,2.8135726745821845
0.14485,6.903693476009665
0.230387,4.340522685741817
0.487028,2.0532700378622994
0.46,2.1739130434782608
0.417649,2.3943550684905266
0.404671,2.4711432249901772
0.391595,2.553658754580625
0.468795,2.133128552992246
0.439771,2.2739107399078153
0.400555,2.496536056221992
0.388121,2.5765160864781858
0.382661,2.6132791165025964
0.375875,2.660458929165281
0.035239,28.377649763046623
0.362099,2.7616756743321575
0.171961,5.815272067503678
0.45717,2.187370124898834
0.026459,37.794323292641444
0.12902,7.750736319950396
0.240806,4.1527204471649375
0.377552,2.6486417764970125
0.363444,2.7514555199700643
0.024303,41.147183475291115
0.158157,6.322831110858198
0.365855,2.7333233111478594
0.245753,4.069126317888286
0.129719,7.708970929470625
0.01766,56.62514156285391
0.389917,2.5646483738846984
0.1811,5.521811154058531
0.36898,2.7101739931703617
0.177004,5.649589839777632
0.124939,8.003905906082169
0.021898,45.666270892318934
0.372001,2.688164816761245
0.396756,2.5204407746826765
0.279372,3.5794567816388185
0.126934,7.878109883876661
0.026215,38.14609956131986
0.398068,2.5121336053136654
0.37643,2.6565364078314695
0.270104,3.7022776412048692
0.129296,7.734191312956318
0.183406,5.452384327666488
0.031029,32.227915820683876
0.125126,7.991944120326711
0.02968,33.692722371967655
0.056458,17.712281696128095
0.183565,5.447661591261951
0.138839,7.202587169311217
0.148922,6.714924591396839
0.26674,3.7489690335157837
0.128691,7.7705511651941475
0.032666,30.612869650401027
0.187493,5.333532451878203
0.25498,3.921876225586321
0.122628,8.154744430309554
0.046682,21.421532924896105
0.290936,3.4371820606593895
0.08711,11.479738261967626
0.156846,6.375680603904466
0.040937,24.42777927058651
0.188118,5.315812415611478
0.114679,8.719992326406752
0.24778,4.035838243603196
0.042754,23.389624362632738
0.188423,5.307207718802906
0.094566,10.574625129539157
0.151833,6.586183504244795
0.163985,6.098118730371681
0.042983,23.265011748830933
0.09616,10.399334442595674
0.157525,6.3481986986192664
0.345655,2.8930581070720804
0.039352,25.411669038422446
0.097471,10.259461788634567
0.196842,5.080216620436696
0.205929,4.8560426166300035
0.099077,10.09315986555911
0.039792,25.130679533574586
0.18748,5.333902282910177
0.111238,8.989733724087092
0.100739,9.926642114771836
0.038102,26.24534145189229
0.227943,4.387061677700126
0.208209,4.802866350638061
0.16992,5.88512241054614
0.038751,25.80578565714433
0.34076,2.9346167390538795
0.150842,6.629453335277973
0.108749,9.195486855051541
0.03782,26.441036488630356
0.10834,9.23020121838656
0.294769,3.392486998293579
0.188435,5.306869742882161
0.150727,6.634511401407844
0.035434,28.221482192244736
0.112177,8.914483361116806
0.278305,3.5931801440865234
0.189591,5.274511975779441
0.032212,31.04433130510369
0.111665,8.95535754264989
0.2501,3.9984006397441023
0.170352,5.870198177890486
0.021423,46.67880315548709
0.398961,2.5065106614430985
0.09139,10.9421162052741
0.159197,6.281525405629503
0.036404,27.46950884518185
0.116944,8.551101381857983
0.348405,2.8702228728060732
0.14646,6.827802813054759
0.299595,3.33783941654567
0.0292,34.24657534246575
0.169146,5.912052309838837
0.077173,12.957899783603073
0.329649,3.0335296026986276
0.124444,8.035742984796375
0.157106,6.365129275775591
0.029782,33.57732858773756
0.250804,3.9871772380025834
0.177406,5.636787932764394
0.102321,9.773164843971424
0.027589,36.24633005908152
0.213926,4.674513616858166
0.120243,8.31649243615013
0.130249,7.6776021313023515
0.027145,36.839196905507464
0.095543,10.466491527375108
0.216037,4.628836727042127
0.133121,7.5119628007602115
0.023131,43.23202628507198
0.090797,11.013579743824135
0.216449,4.6200259645459205
0.182264,5.486546986788395
0.019384,51.58893933140735
0.087872,11.380189366351056
0.18014,5.551237926057511
0.218833,4.56969469869718
