Input data,kjv_ceph
user,ndp
function,wordcount
async toggle,True
forbid ndp,True
load balance strategy,roundrobin
iteration, latency
0,0.22112582600675523
1,0.22866391600109637
2,0.22668345901183784
3,0.22249919798923656
4,0.21567169099580497
5,0.21979290500166826
6,0.22066422100760974
7,0.22444105197791941
8,0.224283530988032
9,0.22283977101324126
10,0.23427947601885535
11,0.23523524001939222
12,0.23847657500300556
13,0.2364743729995098
14,0.24016246999963187
15,0.24529106498812325
16,0.24609179701656103
17,0.2469471299846191
18,0.24417440799879842
19,0.2547934850153979
20,0.25533185800304636
21,0.25112265697680414
22,0.25513088901061565
23,0.26130633300635964
24,0.26193506200797856
25,0.2664441920060199
26,0.2637279010086786
27,0.2683166879869532
28,0.2752779510046821
29,0.27079997898545116
30,0.2704736209998373
31,0.27708604402141646
32,0.27502771400031634
33,0.3179702400229871
34,0.2736187209957279
35,0.2800186150125228
36,0.2989830669830553
37,0.3318287759902887
38,0.27205031001358293
39,0.34731974301394075
40,0.3118491740024183
41,0.3165990459965542
42,0.28890953699010424
43,0.3443360899982508
44,0.31856228702235967
45,0.34892753799795173
46,0.43396966499858536
47,0.3464255129802041
48,0.4302823330217507
49,0.4295350759930443
50,0.41634505201363936
51,0.3970191410044208
52,0.34814950902364217
53,0.35652949500945397
54,0.44349157900433056
55,0.4424732439802028
56,0.40634647401748225
57,0.44986750101088546
58,0.4573622330208309
59,0.44052644999464974
60,0.4450670709775295
61,0.4583124089986086
62,0.44174971801112406
63,0.4458608310087584
64,0.46034712399705313
65,0.443188667006325
66,0.4605309140169993
67,0.45518648700090125
68,0.46228788601001725
69,0.4797386759892106
70,0.46219606598606333
71,0.4819399279949721
72,0.4619019190140534
73,0.45018876099493355
74,0.43591191800078377
75,0.4723811509902589
76,0.4717104180017486
77,0.4654131170245819
78,0.48814675500034355
79,0.48392076801974326
80,0.4950702649948653
81,0.4697727400052827
82,0.46994136000284925
83,0.4774124240211677
84,0.45624451199546456
85,0.4413566940056626
86,0.4312407789984718
87,0.4780476490268484
88,0.44541293699876405
89,0.487911197997164
90,0.4629811470222194
91,0.4670325710030738
92,0.4400907509843819
93,0.4318224699818529
94,0.4532782979949843
95,0.45854932398651727
96,0.4559045839996543
97,0.44823335797991604
98,0.47547748699435033
99,0.49993504499434493
100,0.5079135669802781
101,0.467537180025829
102,0.4834670459968038
103,0.45172138398629613
104,0.4732433460012544
105,0.4685232129995711
106,0.45883613399928436
107,0.4496304880012758
108,0.4443008720118087
109,0.4315020159992855
110,0.48688608800875954
111,0.46518185900640674
112,0.46741736301919445
113,0.44657873999676667
114,0.4583717519999482
115,0.4682732130168006
116,0.4628375269821845
117,0.4464576019963715
118,0.4679282500001136
119,0.5004270689969417
120,0.48191759301698767
121,0.4506593670230359
122,0.4762374429847114
123,0.47821061400463805
124,0.46351557099842466
125,0.45583666197489947
126,0.4415710240136832
127,0.4682861129986122
128,0.45488430600380525
129,0.4677822409721557
130,0.44813187399995513
131,0.4628267799853347
132,0.454742540983716
133,0.44357364301686175
134,0.4756863669899758
135,0.44468817897723056
136,0.4798200369987171
137,0.463829418993555
138,0.5037584009987768
139,0.5440623720060103
140,0.4717843550024554
141,0.47925089398631826
142,0.4615207170136273
143,0.45737307000672445
144,0.514382385998033
145,0.44279717799508944
146,0.4783729409973603
147,0.4476238510105759
148,0.47029345799819566
149,0.46620815800270066
