Linux 5.4.0-164-generic (node-0.load-balance.autondp-pg0.utah.cloudlab.us) 	03/12/2024 	_x86_64_	(32 CPU)

03:43:11 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:49:37 PM     all      0.09      0.00      0.00      0.00      0.00     99.91
03:49:38 PM     all      0.25      0.00      0.03      0.00      0.00     99.72
03:49:39 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
03:49:40 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:49:41 PM     all      0.00      0.00      0.03      0.03      0.00     99.94
03:49:42 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:49:43 PM     all      0.16      0.00      0.19      0.00      0.00     99.66
03:49:44 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:49:45 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:49:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:49:47 PM     all      0.12      0.00      0.03      0.00      0.00     99.84
03:49:48 PM     all      0.22      0.00      0.06      0.00      0.00     99.72
03:49:49 PM     all      0.03      0.00      0.06      0.00      0.00     99.91
03:49:50 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:49:51 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:49:52 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:49:53 PM     all      0.06      0.00      0.16      0.03      0.00     99.75
03:49:54 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:49:55 PM     all      0.78      0.00      0.00      0.00      0.00     99.22
03:49:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:49:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:49:58 PM     all      0.09      0.00      0.19      0.00      0.00     99.72
03:49:59 PM     all      0.09      0.00      0.03      0.03      0.00     99.84
03:50:00 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:01 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:02 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:50:03 PM     all      0.16      0.00      0.03      0.00      0.00     99.81
03:50:04 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
03:50:05 PM     all      0.06      0.00      0.06      0.00      0.00     99.87
03:50:06 PM     all      0.03      0.00      0.06      0.00      0.00     99.91
03:50:07 PM     all      0.06      0.00      0.00      0.03      0.00     99.91
03:50:08 PM     all      0.22      0.00      0.00      0.00      0.00     99.78
03:50:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:10 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:11 PM     all      0.09      0.00      0.06      0.00      0.00     99.84
03:50:12 PM     all      0.03      0.00      0.19      0.00      0.00     99.78
03:50:13 PM     all      0.09      0.00      0.09      0.00      0.00     99.81
03:50:14 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:16 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
03:50:17 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:18 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:50:19 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
03:50:20 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:21 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:50:22 PM     all      0.09      0.00      0.03      0.00      0.00     99.87
03:50:23 PM     all      0.09      0.00      0.03      0.00      0.00     99.88
03:50:24 PM     all      0.78      0.00      0.09      0.00      0.00     99.12
03:50:25 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:26 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:50:27 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:28 PM     all      0.09      0.00      0.09      0.00      0.00     99.81
03:50:29 PM     all      0.16      0.00      0.06      0.00      0.00     99.78
03:50:30 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:50:31 PM     all      0.03      0.00      0.06      0.00      0.00     99.91
03:50:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:33 PM     all      0.03      0.00      0.12      0.00      0.00     99.84
03:50:34 PM     all      0.19      0.00      0.03      0.00      0.00     99.78
03:50:35 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:36 PM     all      0.09      0.00      0.06      0.00      0.00     99.84
03:50:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:38 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
03:50:39 PM     all      0.00      0.00      0.13      0.03      0.00     99.84
03:50:40 PM     all      0.09      0.00      0.06      0.00      0.00     99.84
03:50:41 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:42 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:43 PM     all      0.06      0.00      0.06      0.00      0.00     99.87
03:50:44 PM     all      0.16      0.00      0.16      0.00      0.00     99.69
03:50:45 PM     all      0.06      0.00      0.06      0.00      0.00     99.87
03:50:46 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
03:50:47 PM     all      0.09      0.00      0.00      0.00      0.00     99.91
03:50:48 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:50:49 PM     all      0.09      0.00      0.06      0.00      0.00     99.84
03:50:50 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:50:51 PM     all      0.94      0.00      0.09      0.00      0.00     98.97
03:50:52 PM     all      0.09      0.00      0.06      0.00      0.00     99.84
03:50:53 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:50:54 PM     all      0.12      0.00      0.09      0.00      0.00     99.78
03:50:55 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:50:57 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
03:50:58 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:50:59 PM     all      0.09      0.00      0.13      0.00      0.00     99.78
03:51:00 PM     all      0.16      0.00      0.19      0.00      0.00     99.66
03:51:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:51:02 PM     all      0.22      0.00      0.12      0.00      0.00     99.66
03:51:03 PM     all      0.09      0.00      0.00      0.00      0.00     99.91
03:51:04 PM     all      0.12      0.00      0.09      0.00      0.00     99.78
03:51:05 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:51:06 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
03:51:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:51:08 PM     all      0.06      0.00      0.03      0.00      0.00     99.91
03:51:09 PM     all      0.34      0.00      0.25      0.00      0.00     99.41
