Input data,kjv_ceph
user,ndp
function,wordcount
async toggle,True
forbid ndp,True
load balance strategy,roundrobin
Throughput, Mean Latency(ms) 
1,0.21894251398043707
2,0.22768933349289
3,0.22379113067290746
4,0.22110197525762487
5,0.22361244799103588
6,0.22539246416999958
7,0.22604567428269157
8,0.22792804887285456
9,0.22876473999996152
10,0.23166021509969142
11,0.23261229845758696
12,0.23296450558458068
13,0.24094688484910876
14,0.2385598352827531
15,0.24217663692931335
16,0.2419687758119835
17,0.24628005311858622
18,0.24729332194288467
19,0.24777362662931218
20,0.2506001216519508
