Input data,kjv_ceph
user,ndp
function,wordcount
async toggle,True
forbid ndp,True
load balance strategy,roundrobin
iteration, latency
0,0.2204570770263672
1,0.22539567947387695
2,0.2312159538269043
3,0.22298407554626465
4,0.21835899353027344
5,0.2205517292022705
6,0.2242286205291748
7,0.22824478149414062
8,0.22420024871826172
9,0.2276136875152588
10,0.23200678825378418
11,0.23904967308044434
12,0.24380230903625488
13,0.23941850662231445
14,0.24598097801208496
15,0.24640274047851562
16,0.244279146194458
17,0.2484428882598877
18,0.2492237091064453
19,0.25545716285705566
20,0.2538604736328125
21,0.2529289722442627
22,0.2534050941467285
23,0.26128244400024414
24,0.26001548767089844
25,0.2645430564880371
26,0.26075077056884766
27,0.2719912528991699
28,0.27044153213500977
29,0.27409815788269043
30,0.2682175636291504
31,0.27513623237609863
32,0.2762620449066162
33,0.2812180519104004
34,0.28525781631469727
35,0.3432328701019287
36,0.27805066108703613
37,0.2745048999786377
38,0.3922288417816162
39,0.27852320671081543
40,0.27888941764831543
41,0.2953639030456543
42,0.2890803813934326
43,0.38756227493286133
44,0.42972564697265625
45,0.4179365634918213
46,0.4038364887237549
47,0.40424585342407227
48,0.35123181343078613
49,0.3290364742279053
50,0.3533670902252197
51,0.3338041305541992
52,0.4034891128540039
53,0.3838832378387451
54,0.3952615261077881
55,0.4510059356689453
56,0.431851863861084
57,0.4350776672363281
58,0.43665313720703125
59,0.45211291313171387
60,0.4349405765533447
61,0.4175450801849365
62,0.4628453254699707
63,0.4458179473876953
64,0.4994778633117676
65,0.453855037689209
66,0.46053266525268555
67,0.4477059841156006
68,0.43225932121276855
69,0.4174375534057617
70,0.4415602684020996
71,0.44739770889282227
72,0.43155360221862793
73,0.46438074111938477
74,0.5253756046295166
75,0.4882509708404541
76,0.4919118881225586
77,0.46576499938964844
78,0.4483041763305664
79,0.46869659423828125
80,0.4770019054412842
81,0.4578127861022949
82,0.47177982330322266
83,0.45949316024780273
84,0.47420835494995117
85,0.452162504196167
86,0.45609426498413086
87,0.4513554573059082
88,0.4211900234222412
89,0.4699537754058838
90,0.4561350345611572
91,0.4401886463165283
92,0.4529900550842285
93,0.4563324451446533
94,0.48338937759399414
95,0.5003187656402588
96,0.479433536529541
97,0.45450305938720703
98,0.43860459327697754
99,0.47581934928894043
100,0.4486422538757324
101,0.46880578994750977
102,0.45650696754455566
103,0.4392828941345215
104,0.4604806900024414
105,0.48816490173339844
106,0.45769429206848145
107,0.45105791091918945
108,0.4224510192871094
109,0.42807602882385254
110,0.455782413482666
111,0.4574849605560303
112,0.44551920890808105
113,0.44341349601745605
114,0.49057722091674805
115,0.475771427154541
116,0.49608516693115234
117,0.4817814826965332
118,0.4395914077758789
119,0.4477229118347168
120,0.46124792098999023
121,0.4582173824310303
122,0.4635021686553955
123,0.45024991035461426
124,0.44173240661621094
125,0.4814574718475342
126,0.46687936782836914
127,0.4484379291534424
128,0.4465341567993164
129,0.43613362312316895
130,0.5075621604919434
131,0.4725484848022461
132,0.4639608860015869
133,0.4779052734375
134,0.47006797790527344
135,0.4640018939971924
136,0.47184228897094727
137,0.4770998954772949
138,0.48413991928100586
139,0.4871194362640381
140,0.47572755813598633
141,0.4623126983642578
142,0.43662357330322266
143,0.4693636894226074
144,0.48258519172668457
145,0.4831569194793701
146,0.46561503410339355
147,0.4507777690887451
148,0.45610976219177246
149,0.46561741828918457
150,0.4554018974304199
151,0.4235255718231201
152,0.4749565124511719
153,0.4391026496887207
154,0.4640669822692871
155,0.4803934097290039
156,0.436901330947876
157,0.5161919593811035
158,0.49209165573120117
159,0.5039527416229248
160,0.5076215267181396
161,0.46266841888427734
162,0.49097371101379395
163,0.48543238639831543
164,0.4644346237182617
165,0.4677469730377197
166,0.45094943046569824
167,0.45552968978881836
168,0.47766900062561035
169,0.42775917053222656
170,0.48598289489746094
171,0.46203160285949707
172,0.4684576988220215
173,0.44837117195129395
174,0.42665672302246094
175,0.4637889862060547
176,0.4597790241241455
177,0.44780969619750977
178,0.456127405166626
179,0.4507417678833008
180,0.42975950241088867
181,0.4501495361328125
182,0.43421387672424316
183,0.43206214904785156
184,0.42081379890441895
185,0.43034863471984863
186,0.4374122619628906
187,0.42221665382385254
188,0.416607141494751
189,0.3888895511627197
190,0.42346858978271484
191,0.38106870651245117
192,0.3980100154876709
193,0.3676748275756836
194,0.3448514938354492
195,0.36809873580932617
196,0.3616621494293213
197,0.37957024574279785
198,0.37671899795532227
199,0.3436915874481201
